Fecha de captura,Level A,Description level A,Level B,Description level B,Level C,Description level C,Test Function,Configuración,Primary Measurement,Sub Measurement 1,Sub Measurement 2,Sub Measurement 3,Sub Measurement 4,Sub Measurement 5,Sub Measurement 6,Remark,Notas,Activo,Orden de trabajo,ID de usuario,Número de modelo,Nombre de la herramienta,Número de serie
31 dic 1969 21:00:03,1,,1,,2,,Prueba de continuidad,L-PE,0.09 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,1,,1,,2,,Prueba de continuidad,L-PE,0.09 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,1,,1,,2,,Prueba de continuidad,L-N,0.00 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,1,,1,,2,,Prueba de continuidad,L-N,0.01 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,2,,1,,1,,Prueba de aislamiento,N-PE,> 500.0 Mohm,520 V DC,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,2,,1,,1,,Prueba de aislamiento,L-PE,> 500.0 Mohm,520 V DC,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,2,,1,,1,,Prueba de aislamiento,L-N,> 500.0 Mohm,520 V DC,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,2,,1,,1,,Prueba de aislamiento,N-PE,> 500.0 Mohm,520 V DC,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,2,,1,,1,,Prueba de aislamiento,N-PE,> 500.0 Mohm,520 V DC,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:03,2,,1,,1,,Prueba de aislamiento,L-PE,> 500.0 Mohm,520 V DC,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.62 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.81 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.81 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.83 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.84 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.57 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.83 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.83 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.85 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.86 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.74 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.74 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.76 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.76 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.70 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.71 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.71 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.71 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.72 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.73 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.70 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.71 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.73 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.73 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.61 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.62 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.64 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.98 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,1.00 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,1.04 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,1.06 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,N-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.58 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:02,1,,1,,1,,Prueba de continuidad,L-N,0.58 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.60 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.61 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.62 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.59 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.59 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.69 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.70 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.70 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.71 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.43 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.43 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.69 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.69 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.58 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.59 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.60 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.60 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.56 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.75 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.75 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.77 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.77 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.33 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.33 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.69 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.69 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.62 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.62 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,1.05 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,1.05 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,1.07 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,1.08 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.23 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.23 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.37 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.37 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.39 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.39 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.41 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.41 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.53 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.52 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.54 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.54 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.37 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.37 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.54 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,N-PE,0.54 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:01,1,,1,,1,,Prueba de continuidad,L-N,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.44 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.45 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.46 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.47 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.45 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.45 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,1.16 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,1.18 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,1.22 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,1.26 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.35 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.35 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
